Real Madrid Shop,2,5%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291954_6c093af89923ca77258454d9a433db7c_1558174441.png,https://letyshops.com/shops/real-madrid-shop
Manchester United Shop,2,5%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291953_cea5dc3f9b1070192ee121569daeec8e_1558174114.jpeg,https://letyshops.com/shops/manchester-united-shop
Insta360,7,5%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291941_a948c89c7b418c7654f06bfc58bc5046_1558091520.png,https://letyshops.com/shops/insta360
ТОП Квестов,2,3%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291940_2b7b89e365a582cadae49fda408154e2_1558085458.png,https://letyshops.com/shops/top-kvestov
Vivo,1,45%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291910_674d62ac61fa2e98c976cfe63dbb69b7_1556793800.png,https://letyshops.com/shops/vivo
Exclaim,12%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291905_b1f39e578cdd72d5dbb80f14441543f3_1556279753.jpeg,https://letyshops.com/shops/exclaim
UltraVDS,14%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291880_2eebc702878faf5a66e8aa34d0c5db03_1555605762.png,https://letyshops.com/shops/ultravds
Danaco,6,5%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291876_c5987d06f22cbb0f411e74ef92fe4ea8_1554989097.jpeg,https://letyshops.com/shops/danaco
Роза Хутор,2,3%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291870_12d07754077afa80f5dfb1c18e1a19e2_1554817273.jpeg,https://letyshops.com/shops/roza-khutor
Charuel,3,5%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291861_8e3e2bc7e50c5ffebfb95fa9d98c341e_1554728753.jpeg,https://letyshops.com/shops/charuel
Deppa,8,75%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291854_5838a1fcea9e21ad51c63c062356e2cb_1554460293.jpeg,https://letyshops.com/shops/deppa
BeTechno,0,29%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291848_4e30aed591e4d62421188cea12d3fdc4_1554304125.jpeg,https://letyshops.com/shops/betechno
RebelHouse,5%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291847_a0ed0e2b66c29a03ec3127cd8bcde282_1554299678.jpeg,https://letyshops.com/shops/rebelhouse
Lilabjorn,5,75%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291822_1e20a43ac2df691bb182ac9e666fcfcc_1553682214.png,https://letyshops.com/shops/lilabjorn
Elari,4,35%,https://image.letyshops.com/sites/default/files/styles/shop_logo_248x151/public/shop/logo/shop_logo_17291821_523dbf3d28c3adfe44daae41d567a2e6_1553602499.png,https://letyshops.com/shops/elari
